Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
RODENBACH CLASSIC 20L         	BIERES                        	BIERE FUT 20L                 	1321	4.513185095787	160	2
FRANZISKANER WEISS HELL 6L    	BIERES                        	BIERES FUT 5L/6L/12.5L        	1339	23.6	0	2
JUPILER 6L                    	BIERES                        	BIERES FUT 5L/6L/12.5L        	1342	22.65	11	2
LEFFE BLONDE 6L               	BIERES                        	BIERES FUT 5L/6L/12.5L        	1343	25	14	2
STELLA ARTOIS 6L              	BIERES                        	BIERES FUT 5L/6L/12.5L        	1354	24.75	21	2
RODENBACH CLASSIC 25VC        	BIERES                        	BIERE 25CL VC                 	1366	0.9421999692917	215	2
DUVEL 19,5 L                  	BIERES                        	BIERE FUT 16L/19,5L           	1372	104.5935752869	10	2
HOEGAARDEN BLANCHE 6L         	BIERES                        	BIERES FUT 5L/6L/12.5L        	1378	24.05	11	2
DIEKIRCH GRAND CRU 6L         	BIERES                        	BIERES FUT 5L/6L/12.5L        	1379	27.05	-7	2
KWAK 33VC                     	BIERES                        	BIERE 33CL VC                 	1391	2.056535047293	47	2
QUEUE DE CHARRUE BRUNE 33VC   	BIERES                        	BIERE 33CL VC                 	1400	1.189652007987	2	2
QUEUE DE CHARRUE BLONDE 33VC  	BIERES                        	BIERE 33CL VC                 	1401	1.302970060706	217	2
QUEUE DE CHARRUE TRIPLE 33VC  	BIERES                        	BIERE 33CL VC                 	1402	1.487700033188	20	2
TONGERLO PRIOR TRIPLE 33VC    	BIERES                        	BIERE 33CL VC                 	1406	2.008728032112	0	2
TRAPPE BLONDE 33VC            	BIERES                        	BIERE 33CL VC                 	1407	1.604280018807	229	2
TRAPPE ISIDOR 33VC            	BIERES                        	BIERE 33CL VC                 	1411	1.573975002766	52	2
TRAPPE QUADRUPLE 33VC         	BIERES                        	BIERE 33CL VC                 	1412	1.774799966812	91	2
TRAPPE TRIPLE 33VC            	BIERES                        	BIERE 33CL VC                 	1413	1.695195066929	168	2
DESPERADOS 33VP X12           	BIERES                        	BIERE 20/25/33/35CL VP        	1439	1.338627020121	120	2
OPTION ROBINET COMPENSATEUR   	MATERIELS                     	MATERIEL VENTE                	1442	28.86	0	2
RUBAN PVC NOIR 50MM           	MATERIELS                     	MATERIEL VENTE                	1443	19.2	0	2
BANDE ARMAFLEX ADHESIVE 50MM  	MATERIELS                     	MATERIEL VENTE                	1444	47.38	0	2
PLATEAU CHAUDRONNÉ INOX       	MATERIELS                     	MATERIEL VENTE                	1454	393.33	0	2
CONDENSATEUR DE DEMARRAGE     	MATERIELS                     	MATERIEL VENTE                	1458	58.34	0	2
PINCE A DENUDER               	MATERIELS                     	MATERIEL VENTE                	1460	34.93	0	2
CISAILLE POUR TUYAU POLYAMIDE 	MATERIELS                     	MATERIEL VENTE                	1461	70.04	0	2
LAME POUR CISAILLE            	MATERIELS                     	MATERIEL VENTE                	1463	24.16	0	2
PERONI NASTRO AZZURO 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	1467	1.167377020121	712	2
PILSNER URQUEL 33VP           	BIERES                        	BIERE 20/25/33/35CL VP        	1468	1.252125012875	156	2
GUE MOINES DAME DE COEUR 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	1469	1.905943926573	109	2
HEINEKEN 33BTE                	BIERES                        	BIERE 33/44/50 CL CANETTE     	1484	0.8058339631558	792	2
KRONENBOURG 33BTE             	BIERES                        	BIERE 33/44/50 CL CANETTE     	1485	0.6612300083041	384	2
ERDINGER WEISS HELL 50VC      	BIERES                        	BIERE 50CL VC                 	1505	1.842950040102	210	2
FRANZISKANER WEISS DUNK 50VC  	BIERES                        	BIERE 50CL VC                 	1506	1.85455006361	321	2
FRANZISKANER WEIS  NATUR 50VC 	BIERES                        	BIERE 50CL VC                 	1507	1.85455006361	296	2
FRANZISKANER WEIS KRISTAL 50VC	BIERES                        	BIERE 50CL VC                 	1509	1.786400032044	88	2
ERDINGER WEISS SANS ALC 50VC  	BIERES                        	BIERE 50CL VC                 	1517	1.842950040102	97	3
GDM SUPER POWER 33VP X24      	BIERES                        	BIERE 20/25/33/35CL VP        	1524	1.908547031879	72	2
JEVER PILS 50VC               	BIERES                        	BIERE 50CL VC                 	1528	1.690700012445	627	2
COLLIER COLSON 176MM          	MATERIELS                     	MATERIEL VENTE                	1531	17.87	0	2
COLLIER COLSON 260MM          	MATERIELS                     	MATERIEL VENTE                	1532	20.86	0	2
COLLIER COLSON 357MM          	MATERIELS                     	MATERIEL VENTE                	1533	32.73	0	2
COUPE TUBE MINI 4 A 16MM      	MATERIELS                     	MATERIEL VENTE                	1534	20.49	0	2
PAULANER SALVATOR 50VC        	BIERES                        	BIERE 50CL VC                 	1535	1.947350078821	134	2
COUPE TUBE STANDARD 6 A 28MM  	MATERIELS                     	MATERIEL VENTE                	1536	24.87	0	2
PAULANER HEFE WEIS NATUR 50VC 	BIERES                        	BIERE 50CL VC                 	1537	1.710999923945	692	2
JEU DE CLE DE 6 PANS          	MATERIELS                     	MATERIEL VENTE                	1550	36.05	0	2
BOUCHON GUEST 3/8 (9.5MM)     	MATERIELS                     	MATERIEL VENTE                	1551	1.65	0	2
QUEUE DE CHARRUE BLONDE 75VC  	BIERES                        	BIERE 75VP                    	1562	3.331374847889	57	2
BROOKLYN BLACK OPS 75VP       	BIERES                        	BIERE 75VP                    	1565	17.85366000189	55	2
BROOKLYN CUVEE NOIRE 75VP     	BIERES                        	BIERE 75VP                    	1567	17.363	24	2
BROOKLYN SILVER ANNIV LAG 75VP	BIERES                        	BIERE 75VP                    	1571	10.988	36	2
KWAK 75VP X6                  	BIERES                        	BIERE 75VP                    	1586	4.480903124809	0	2
AUGMENTATEUR GUEST 5/16-3/8   	MATERIELS                     	MATERIEL VENTE                	1588	4.38	0	2
COF QUEUE CHARRUE 4X33CL + 1V 	BIERES                        	BIERE COFFRET                 	1590	12.30990945816	1	2
UNION DOUBLE EGAL 3/8-3/8     	MATERIELS                     	MATERIEL VENTE                	1592	4.86	0	2
TE EGAL 3/8 (9.5MM)           	MATERIELS                     	MATERIEL VENTE                	1595	6.72	0	2
NICE CHOUFFE 20L              	BIERES                        	BIERE NOEL/HIVER FUT          	1597	4.06	80	2
TONGERLO CHRISTMAS 30L        	BIERES                        	BIERE NOEL/HIVER FUT          	1598	3.4	120	2
EQUERRE INEGLAE MIXTE SM      	MATERIELS                     	MATERIEL VENTE                	1601	8.35	0	2
EQUERRE A QUEUE LISSE 3/8-3/8 	MATERIELS                     	MATERIEL VENTE                	1602	6.91	0	2
THERMOSTAT RANKO K50 -2.5°+14°	MATERIELS                     	MATERIEL VENTE                	1603	48.06	0	2
THERMOSTAT ELIWELL ID961      	MATERIELS                     	MATERIEL VENTE                	1604	53.67	0	2
BROSSE DE TETE DE SOUTIRAGE   	MATERIELS                     	VENTE MATERIEL MOBILE         	1605	21.45	0	2
BROSSE DE TETE DE SOUTIRAGE   	MATERIELS                     	VENTE MATERIEL MOBILE         	1606	21.45	0	2
VANNE SORTIE BIERE            	MATERIELS                     	VENTE MATERIEL MOBILE         	1607	37.65	0	2
DEGRAISSANT INOX AEROSOL      	MATERIELS                     	MATERIEL VENTE                	1608	28.4	0	2
ROBINET ALPHA 1 COMPENSATEUR  	MATERIELS                     	MATERIEL VENTE                	1609	154.2	0	2
QUEUE CRANTE ALPHA1 LG10      	MATERIELS                     	MATERIEL VENTE                	1610	13.96	0	2
QUEUE CRANTE ALPHA1 LG22      	MATERIELS                     	MATERIEL VENTE                	1611	13.96	0	2
CLE DE SERRAGE POUR ROBINET   	MATERIELS                     	MATERIEL VENTE                	1612	4.92	0	2
EFFET PAPILLON WHEAT ALE 75VP 	BIERES                        	BIERE 75VP                    	1618	3.828527898789	115	2
ASAHI SUPER DRY 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	1632	1.316250032187	240	2
CIDRE BRUT 75CL               	CIDRES                        	CIDRE BLLE                    	1649	1.936221051216	11	2
CIDRE DOUX 75CL               	CIDRES                        	CIDRE BLLE                    	1650	1.936221051216	44	2
KAS CITRON 150PET X6          	SOFTS                         	BOISSONS SUCREES PET          	1666	1.99	114	3
CIDRE KUPELA DEMI-SEC 4°  33VP	CIDRES                        	CIDRE BLLE                    	1672	1.828676006794	394	2
OASIS TROPICAL 33BTE          	SOFTS                         	BOISSONS SUCREES BTE          	1673	0.7	1926	3
ORANGINA 150PET               	SOFTS                         	BOISSONS SUCREES PET          	1674	2.170840072632	44	3
SCHWEPPES INDIAN TONIC 150PET 	SOFTS                         	BOISSONS SUCREES PET          	1678	1.85	66	3
COCA COLA ZERO 33VC           	SOFTS                         	BOISSONS SUCREES VC           	1679	0.98	2276	3
COCA COLA 33VC                	SOFTS                         	BOISSONS SUCREES VC           	1680	0.97	3579	3
RAUCH NEC ABRICOT S/PLACE 20CL	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1683	2	0	4
RAUCH ACE S/PLACE 20CL        	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1684	2	0	4
RAUCH N. ANANAS S/PLACE 20CL  	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1685	2	-2	4
MAGNERS ORIGINAL CIDER 33VP   	CIDERS                        	CIDER BLLE                    	1686	1.778895038366	-24	2
RAUCH FRAISE S/PLACE 20CL     	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1687	2	0	4
RAUCH MANGUE S/PLACE 20CL     	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1690	2	0	4
RAUCH ORANGE PULP S/PLACE 20CL	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1691	2	0	4
RAUCH PAMPLEM. S/PLACE 20CL   	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1692	2	0	4
RAUCH POIRE S/PLACE 20CL      	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1693	2	0	4
RAUCH TOMATE S/PLACE 20CL     	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	1696	2	0	4
ORANGINA 25VC                 	SOFTS                         	BOISSONS SUCREES VC           	1721	0.952	975	3
SCHWEPPES INDIAN TONIC 25VC   	SOFTS                         	BOISSONS SUCREES VC           	1725	0.95	816	3
COCA COLA S/PLACE 33 CL       	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	1726	1.301499983668	-6	4
NESTEA PECHE S/ PLACE 20 CL   	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	1727	1.8	0	4
ORANGINA S/PLACE 33CL         	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	1728	2.708390287399	0	4
DU CLAU POMME CERISE 75VP     	JUS DE FRUIT                  	JUS DE FRUIT GAZEIFIE VP      	1730	3.587999987602	0	3
CACOLAC 25BTE                 	SOFTS                         	BOISSONS SUCREES BTE          	1740	0.999269977212	23	3
COCA COLA 33BTE X24 X24 X24   	SOFTS                         	BOISSONS SUCREES BTE          	1741	0.73	1367	3
X30 COCA 33BTE                	SOFTS                         	BOISSONS SUCREES BTE          	1742	0.7425000160933	1591	3
COCA COLA SANS SUCRE 33BTE X24	SOFTS                         	BOISSONS SUCREES BTE          	1743	0.7141499787569	216	3
FANTA CITRON 33BTE            	SOFTS                         	BOISSONS SUCREES BTE          	1745	0.65	24	3
FANTA ORANGE 33BTE            	SOFTS                         	BOISSONS SUCREES BTE          	1746	0.7721000313759	935	3
ORANGINA JAUNE 33BTE          	SOFTS                         	BOISSONS SUCREES BTE          	1750	0.6637399911881	1450	3
SCHWEPPES INDIAN TONIC 33BTE  	SOFTS                         	BOISSONS SUCREES BTE          	1756	0.7052400290966	59	3
EAU SOURCE CRISTALINE 150PET  	EAUX                          	EAUX PET                      	1761	0.3	3222	3
EAU SOURCE CRISTALINE 50PET   	EAUX                          	EAUX PET                      	1762	0.235	3996	3
BADOIT 100VC                  	EAUX                          	EAUX VC/VP                    	1766	0.895049983263	768	3
BADOIT 50VC                   	EAUX                          	EAUX VC/VP                    	1767	0.749250009656	220	3
PERRIER S/ PLACE 33CL         	EAUX                          	EAUX VC/VP                    	1768	2.727269899964	-10	4
X30 COCA SANS SUCRE 33BTE X30 	SOFTS                         	BOISSONS SUCREES BTE          	1776	0.7141	1140	3
SAN PELLEGRINO 100VC          	EAUX                          	EAUX VC/VP                    	1779	1.19	1225	3
SAN PELLEGRINO 50VC           	EAUX                          	EAUX VC/VP                    	1780	0.87	1220	3
VICHY ST YORRE 33VP           	EAUX                          	EAUX VC/VP                    	1782	0.66	0	3
VITTEL 100VC                  	EAUX                          	EAUX VC/VP                    	1783	0.9990000128746	509	3
VITTEL 25VC                   	EAUX                          	EAUX VC/VP                    	1784	0.8590050369501	1	3
VITTEL 50VC                   	EAUX                          	EAUX VC/VP                    	1785	0.875	40	3
PERRIER 33BTE                 	EAUX                          	EAUX BTE                      	1786	0.65	313	3
EVIAN 50VC                    	EAUX                          	EAUX VC/VP                    	1804	0.935	119	3
CARTOUCHE CO2 10KG            	GAZ                           	GAZ PLEIN                     	1805	42.4	57	2
CARTOUCHE GAZ MIXTE 10KG      	GAZ                           	GAZ PLEIN                     	1806	51.6	3	2
CAFE MOULU PERLE NOIRE 1KG    	ALIMENTAIRES                  	CAFE                          	1811	18.4	39	3
SUCRE CASSONADE ANTILLAISE 5KG	ALIMENTAIRES                  	SUCRE DOSES                   	1812	14	0	3
SUCRE BUCHETTES 100 X 4G      	ALIMENTAIRES                  	SUCRE DOSES                   	1813	2.39	0	3
NAPPE PAPIER 10X1.20M         	ARTICLES DIVERS               	JETABLES                      	1835	4.67	0	2
PAILLES BLANCHES X500 NON EMB.	ARTICLES DIVERS               	JETABLES                      	1837	8.274999856949	0	2
TASSES A CAFE ANSES 20CL X50  	ARTICLES DIVERS               	JETABLES                      	1841	2.55	0	2
CAFE GRAIN PERLE NOIRE 1KG    	ALIMENTAIRES                  	CAFE                          	1851	18.4	21	3
COCA COLA REG 125PET X12      	SOFTS                         	BOISSONS SUCREES PET          	1858	1.912005078793	328	3
SAUCISSE SECHE RUSTADOU AU KG 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	1866	9.763	0	3
VALISETTE 1 BLLE              	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1868	0.9315000027418	29	2
CAISSE BOIS 12BLLES X33CL VIDE	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1872	5.35	60	2
COF BOIS NOIR ECHEC + ACCESS  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1884	16.64	0	2
COF BOIS FLASQUE + ENTO INOX  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1885	16.64	0	2
COFFRET V2 2 PIECES           	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	1892	10.79	0	2
CORB. BAMBOU RECT NATUREL PM  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1902	2.027999925613	35	2
CORB BAMBOU RECT NATUREL GM   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	1904	2.37900005579	37	2
