Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
ST BERNARDUS XMAS 75VP  X6    	BIERES                        	BIERE NOEL/HIVER 75           	1134	4.36760995388	33	2
COGNAC GAUTIER VS 70CL        	ALCOOL                        	COGNAC                        	1152	28	8	2
ANGELUS BLONDE 75VP           	BIERES                        	BIERE 75VP                    	1161	3.538484930992	12	2
DOUILLE INOX 3/8 – 3/8        	MATERIELS                     	MATERIEL VENTE                	1163	6.74	0	2
MISTER B BAMBA 33BTE          	BIERES                        	BIERE 33/44/50 CL BTE         	1168	2.041334974766	122	2
MISTER B BUBBA  33BTE         	BIERES                        	BIERE 33/44/50 CL BTE         	1170	2.20221397996	168	2
DE MOLEN HEMEL & AARDE 33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	1187	3.053	12	2
MARTINI ROSATO 100CL          	ALCOOL                        	VERMOUTHS                     	1203	8.2	2	2
DE RANKE FRANC BELGE 33VC     	BIERES                        	BIERE 33CL VC                 	1207	1.587739944458	257	2
HORNBEER FUND. BLACKHORN 50VP 	BIERES                        	BIERE 50/60/66 CL VP          	1222	3.825	0	2
JAMBE DE BOIS TRIPLE 33VC     	BIERES                        	BIERE 33CL VC                 	1232	1.770019984245	190	2
MISTER B BAZOOKA DIPA 33BTE   	BIERES                        	BIERE 33/44/50 CL BTE         	1233	2.041334974766	46	2
SAKE CHOYA 75CL               	ALCOOL                        	ALCOOL DE RIZ                 	1242	12.9	0	2
TARAS BOULBA EXTRA HOPPY 33VC 	BIERES                        	BIERE 33CL VC                 	1245	1.563659954071	350	2
EXPORT PILS 30L               	BIERES                        	BIERE FUT 30L                 	1253	2.41	0	2
GROLSCH PREMIUM PILSNER 30L   	BIERES                        	BIERE FUT 30L                 	1263	3.11	2400	2
GUINNESS 30L                  	BIERES                        	BIERE FUT 30L                 	1264	4.27	600	2
TIBIDABO BARREL 1 STOUT 20LK  	BIERES                        	BIERE FUT 20L                 	1270	7.53	20	2
AXIS T 3 TIRAGE FUT NOIR      	MATERIELS                     	MATERIEL VENTE                	1272	1113	0	2
GROUPE FC LINE CONV 40 1/4CV  	MATERIELS                     	MATERIEL VENTE                	1274	990.57	0	2
PANNEAU MURAL PVC BLANC       	MATERIELS                     	VENTE MATERIEL MOBILE         	1277	51.5	3	2
LICORNE 30L INOX              	BIERES                        	BIERE FUT 30L                 	1279	2.87	1170	2
PANNEAU THERMOPRESSION 380X260	MATERIELS                     	VENTE MATERIEL MOBILE         	1280	49.92	0	2
EGOUTTOIR GRILLE TOTAL INOX304	MATERIELS                     	MATERIEL VENTE                	1282	434.69	0	2
PILSNER URQUELL BLONDE 30L    	BIERES                        	BIERE FUT 30L                 	1286	3.255000066757	0	2
PRIMUS 30L                    	BIERES                        	BIERE FUT 30L                 	1287	2.92	-150	2
ECARTEUR GROUPE MOUSSE        	MATERIELS                     	MATERIEL VENTE                	1292	2.36	0	2
COUVERCLE H40 COIN DROIT      	MATERIELS                     	MATERIEL VENTE                	1293	157.28	0	2
COUVERCLE H40 COIN BISOTE     	MATERIELS                     	MATERIEL VENTE                	1294	152.7	0	2
TUYAU ALIMENTAIRE TRESSE 8X14 	MATERIELS                     	MATERIEL VENTE                	1295	89	0	2
CIRCLIPS GUEST 3/8 (9.5MM)    	MATERIELS                     	MATERIEL VENTE                	1296	0.6	0	2
COLONNE ITALIENNE 2T CHROME   	MATERIELS                     	MATERIEL VENTE                	1297	658	0	2
COLONNE LODGE 2T CHROME       	MATERIELS                     	MATERIEL VENTE                	1298	682	0	2
CHOUFFE BLONDE 20L            	BIERES                        	BIERE FUT 20L                 	1300	4.65	20	2
TONGERLO DOUBLE BLONDE 20L    	BIERES                        	BIERE FUT 20L                 	1311	3.941418113709	20	2
BELGIAN KRIEK 15L             	BIERES                        	BIERE FUT 10L/15L             	1325	4.2	0	2
EL GRANDE AROM. TEQUILA 15L   	BIERES                        	BIERE FUT 10L/15L             	1327	3.880240011215	0	2
LICORNE BLACK 15L             	BIERES                        	BIERE FUT 10L/15L             	1330	3.85	0	2
BECK'S PILS 6L                	BIERES                        	BIERES FUT 5L/6L/12.5L        	1334	22.35	0	2
FRANZISKANER WEISS HELL 6L    	BIERES                        	BIERES FUT 5L/6L/12.5L        	1339	23.6	22	2
JUPILER 6L                    	BIERES                        	BIERES FUT 5L/6L/12.5L        	1342	22.65	21	2
LEFFE BLONDE 6L               	BIERES                        	BIERES FUT 5L/6L/12.5L        	1343	24.85	118	2
LEFFE RITUEL BLONDE ABBAYE 6L 	BIERES                        	BIERES FUT 5L/6L/12.5L        	1347	28.6	0	2
LEFFE RUBY FRUIT ROUGE 6L     	BIERES                        	BIERES FUT 5L/6L/12.5L        	1349	29.2	0	2
LOWENBRAU 6L                  	BIERES                        	BIERES FUT 5L/6L/12.5L        	1350	21.1	0	2
STELLA ARTOIS 6L              	BIERES                        	BIERES FUT 5L/6L/12.5L        	1354	23.75	36	2
UR PILS KARLSBERG 30L         	BIERES                        	BIERE FUT 30L                 	1359	3.117449998856	0	2
JUPILER 25VC                  	BIERES                        	BIERE 25CL VC                 	1360	0.8314600348473	0	2
RODENBACH CLASSIC 25VC        	BIERES                        	BIERE 25CL VC                 	1366	0.8291919791699	10	2
DUVEL 19,5 L                  	BIERES                        	BIERE FUT 16L/19,5L           	1372	74	0	2
HOEGAARDEN BLANCHE 6L         	BIERES                        	BIERES FUT 5L/6L/12.5L        	1378	24.05	24	2
DIEKIRCH GRAND CRU 6L         	BIERES                        	BIERES FUT 5L/6L/12.5L        	1379	27.05	16	2
SLASH RED CERISE 30L          	BIERES                        	BIERE FUT 30L                 	1380	4.059770011902	0	2
COQ HARDI SPECIALE 30L        	BIERES                        	BIERE FUT 30L                 	1384	2.9	0	2
SUPER 8 BLANCHE 20L           	BIERES                        	BIERE FUT 20L                 	1385	3.397835898399	-40	2
FLOREFFE TRIPLE 15L           	BIERES                        	BIERE FUT 10L/15L             	1389	4.248875081539	0	2
KWAK 33VC                     	BIERES                        	BIERE 33CL VC                 	1391	1.876559972763	170	2
QUEUE DE CHARRUE BRUNE 33VC   	BIERES                        	BIERE 33CL VC                 	1400	1.189652007987	3	2
QUEUE DE CHARRUE BLONDE 33VC  	BIERES                        	BIERE 33CL VC                 	1401	1.258040058613	239	2
QUEUE DE CHARRUE TRIPLE 33VC  	BIERES                        	BIERE 33CL VC                 	1402	1.412320041657	180	2
RODENBACH GRAND CRU 33VC      	BIERES                        	BIERE 33CL VC                 	1403	1.710785944462	0	2
TONGERLO PRIOR TRIPLE 33VC    	BIERES                        	BIERE 33CL VC                 	1406	2.008728032112	120	2
TRAPPE BLONDE 33VC            	BIERES                        	BIERE 33CL VC                 	1407	1.523060059547	3	2
TRAPPE ISIDOR 33VC            	BIERES                        	BIERE 33CL VC                 	1411	1.481480002403	157	2
TRAPPE QUADRUPLE 33VC         	BIERES                        	BIERE 33CL VC                 	1412	1.505166041851	48	2
TRAPPE TRIPLE 33VC            	BIERES                        	BIERE 33CL VC                 	1413	1.421814029217	83	2
VEDETT BLANCHE 33VC           	BIERES                        	BIERE 33CL VC                 	1418	1.142553007689	0	2
DESPERADOS 33VP X12           	BIERES                        	BIERE 20/25/33/35CL VP        	1439	1.317	0	2
OPTION ROBINET COMPENSATEUR   	MATERIELS                     	MATERIEL VENTE                	1442	28.86	0	2
RUBAN PVC NOIR 50MM           	MATERIELS                     	MATERIEL VENTE                	1443	19.2	0	2
BANDE ARMAFLEX ADHESIVE 50MM  	MATERIELS                     	MATERIEL VENTE                	1444	47.38	0	2
PLATEAU CHAUDRONNÉ INOX       	MATERIELS                     	MATERIEL VENTE                	1454	393.33	0	2
CONDENSATEUR DE DEMARRAGE     	MATERIELS                     	MATERIEL VENTE                	1458	58.34	0	2
PINCE A DENUDER               	MATERIELS                     	MATERIEL VENTE                	1460	34.93	0	2
CISAILLE POUR TUYAU POLYAMIDE 	MATERIELS                     	MATERIEL VENTE                	1461	70.04	0	2
LAME POUR CISAILLE            	MATERIELS                     	MATERIEL VENTE                	1463	24.16	0	2
PERONI NASTRO AZZURO 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	1467	1.124819970131	83	2
PILSNER URQUEL 33VP           	BIERES                        	BIERE 20/25/33/35CL VP        	1468	1.252125012875	232	2
GUE MOINES DAME DE COEUR 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	1469	1.880685031414	227	2
HEINEKEN 33BTE                	BIERES                        	BIERE 33/44/50 CL BTE         	1484	0.7376400142908	288	2
KRONENBOURG 33BTE             	BIERES                        	BIERE 33/44/50 CL BTE         	1485	0.6612300083041	335	2
ERDINGER WEISS HELL 50VC      	BIERES                        	BIERE 50CL VC                 	1505	1.761200022697	57	2
FRANZISKANER WEISS DUNK 50VC  	BIERES                        	BIERE 50CL VC                 	1506	1.786400032044	118	2
FRANZISKANER WEIS  NATUR 50VC 	BIERES                        	BIERE 50CL VC                 	1507	1.786400032044	351	2
FRANZISKANER WEIS KRISTAL 50VC	BIERES                        	BIERE 50CL VC                 	1509	1.786400032044	248	2
ERDINGER WEISS SANS ALC 50VC  	BIERES                        	BIERE 50CL VC                 	1517	1.763999986649	73	3
GDM SUPER POWER 33VP X24      	BIERES                        	BIERE 20/25/33/35CL VP        	1524	1.805225994587	127	2
JEVER PILS 50VC               	BIERES                        	BIERE 50CL VC                 	1528	1.602999973297	88	2
COLLIER COLSON 176MM          	MATERIELS                     	MATERIEL VENTE                	1531	17.87	0	2
COLLIER COLSON 260MM          	MATERIELS                     	MATERIEL VENTE                	1532	20.86	0	2
COLLIER COLSON 357MM          	MATERIELS                     	MATERIEL VENTE                	1533	32.73	0	2
COUPE TUBE MINI 4 A 16MM      	MATERIELS                     	MATERIEL VENTE                	1534	20.49	0	2
PAULANER SALVATOR 50VC        	BIERES                        	BIERE 50CL VC                 	1535	1.799520027638	99	2
COUPE TUBE STANDARD 6 A 28MM  	MATERIELS                     	MATERIEL VENTE                	1536	24.87	0	2
PAULANER HEFE WEIS NATUR 50VC 	BIERES                        	BIERE 50CL VC                 	1537	1.637999939919	233	2
SCHNEIDER AVENTINUS TAP 6 50VC	BIERES                        	BIERE 50CL VC                 	1545	1.752599973679	0	2
JEU DE CLE DE 6 PANS          	MATERIELS                     	MATERIEL VENTE                	1550	36.05	0	2
BOUCHON GUEST 3/8 (9.5MM)     	MATERIELS                     	MATERIEL VENTE                	1551	1.65	0	2
QUEUE DE CHARRUE BLONDE 75VC  	BIERES                        	BIERE 75VP                    	1562	3.170549855232	145	2
BROOKLYN BLACK OPS 75VP       	BIERES                        	BIERE 75VP                    	1565	17.85366000189	55	2
BROOKLYN CUVEE NOIRE 75VP     	BIERES                        	BIERE 75VP                    	1567	17.363	24	2
BROOKLYN SILVER ANNIV LAG 75VP	BIERES                        	BIERE 75VP                    	1571	10.988	20	2
KWAK 75VP X6                  	BIERES                        	BIERE 75VP                    	1586	4.480903124809	13	2
AUGMENTATEUR GUEST 5/16-3/8   	MATERIELS                     	MATERIEL VENTE                	1588	4.38	0	2
COF QUEUE CHARRUE 4X33CL + 1V 	BIERES                        	BIERE COFFRET                 	1590	12.30990945816	2	2
UNION DOUBLE EGAL 3/8-3/8     	MATERIELS                     	MATERIEL VENTE                	1592	4.86	0	2
TE EGAL 3/8 (9.5MM)           	MATERIELS                     	MATERIEL VENTE                	1595	6.72	0	2
NICE CHOUFFE 20L              	BIERES                        	BIERE NOEL/HIVER FUT          	1597	4.06	80	2
TONGERLO CHRISTMAS 30L        	BIERES                        	BIERE NOEL/HIVER FUT          	1598	3.4	210	2
EQUERRE INEGLAE MIXTE SM      	MATERIELS                     	MATERIEL VENTE                	1601	8.35	0	2
EQUERRE A QUEUE LISSE 3/8-3/8 	MATERIELS                     	MATERIEL VENTE                	1602	6.91	0	2
THERMOSTAT RANKO K50 -2.5°+14°	MATERIELS                     	MATERIEL VENTE                	1603	48.06	0	2
THERMOSTAT ELIWELL ID961      	MATERIELS                     	MATERIEL VENTE                	1604	53.67	0	2
BROSSE DE TETE DE SOUTIRAGE   	MATERIELS                     	VENTE MATERIEL MOBILE         	1605	21.45	0	2
BROSSE DE TETE DE SOUTIRAGE   	MATERIELS                     	VENTE MATERIEL MOBILE         	1606	21.45	0	2
VANNE SORTIE BIERE            	MATERIELS                     	VENTE MATERIEL MOBILE         	1607	37.65	0	2
DEGRAISSANT INOX AEROSOL      	MATERIELS                     	MATERIEL VENTE                	1608	28.4	0	2
ROBINET ALPHA 1 COMPENSATEUR  	MATERIELS                     	MATERIEL VENTE                	1609	154.2	0	2
QUEUE CRANTE ALPHA1 LG10      	MATERIELS                     	MATERIEL VENTE                	1610	13.96	0	2
QUEUE CRANTE ALPHA1 LG22      	MATERIELS                     	MATERIEL VENTE                	1611	13.96	0	2
CLE DE SERRAGE POUR ROBINET   	MATERIELS                     	MATERIEL VENTE                	1612	4.92	0	2
EFFET PAPILLON WHEAT ALE 75VP 	BIERES                        	BIERE 75VP                    	1618	3.828527898789	15	2
TIMMERMANS BLCHE LAMBICUS 15L 	BIERES                        	BIERE FUT 10L/15L             	1631	3.15	150	2
ASAHI SUPER DRY 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	1632	1.316250032187	0	2
CIDRE BRUT 75CL               	CIDRES                        	CIDRE BLLE                    	1649	1.76	18	2
CIDRE DOUX 75CL               	CIDRES                        	CIDRE BLLE                    	1650	1.65	26	2
TDD IMPERATRICE 75VP          	BIERES                        	BIERE 75VP                    	1663	11.18749976158	0	2
TDD LE COQ 75VP               	BIERES                        	BIERE 75VP                    	1665	12.22912549973	0	2
KAS CITRON 150PET             	SOFTS                         	BOISSONS SUCREES PET          	1666	1.661879968643	133	3
TDD L'OURS 75VP               	BIERES                        	BIERE 75VP                    	1669	9.05212521553	0	2
CIDRE KUPELA DEMI-SEC 4°  33VP	CIDRES                        	CIDRE BLLE                    	1672	1.801844984293	-48	2
OASIS TROPICAL 33BTE          	SOFTS                         	BOISSONS SUCREES BTE          	1673	0.6783749967814	1346	3
ORANGINA 150PET               	SOFTS                         	BOISSONS SUCREES PET          	1674	1.7248	54	3
CIDRE KUPELA BIZIA 75VP       	CIDRES                        	CIDRE BLLE                    	1676	2.579040044546	0	2
SCHWEPPES INDIAN TONIC 150PET 	SOFTS                         	BOISSONS SUCREES PET          	1678	1.85	59	3
